id	params
2348	q=desk 1.0 image&fq=description:(noticeboard united)&rows=94&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 5}}
2349	q=featured destroyer links&fq=title:(john new)&rows=46&start=46&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 6}}
2350	q=archive signpost automated&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 43,mincount : 4}}
2351	q=candidates starring use&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 89,mincount : 1}}
2352	q=january section like&fq=title:(deletion user)&rows=42&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 8}}
2353	q=categories being&fq=description:(february template)&rows=10&start=5&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 41,mincount : 1}}
2354	q=division reference december&fq=title:(articles state)&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 3}}
2355	q=2006 john november&fq=title:(february new)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 45,mincount : 1}}
2356	q=arts drive january&fq=title:(case one)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 1}}
2357	q=october web&fq=description:(reference debate)&rows=39&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 4}}
2358	q=uefa reflist born&rows=73&start=36&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 40,mincount : 1}}
2359	q=1.0 many&fq=title:(arbitration made)&rows=10&start=5&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 18,mincount : 1}}
2360	q=history men's index.php&fq=title:(school links)&rows=85&start=28&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 3}}
2361	q=texas november born&fq=title:(articles comments)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 4}}
2362	q=south user&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 3}}
2363	q=assessment city&rows=27&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 32,mincount : 7}}
2364	q=quality association 2005&rows=16&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 38,mincount : 2}}
2365	q=version december image&fq=description:(log 1.0)&rows=65&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 1}}
2366	q=band subsequent your&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 1}}
2367	q=editorial before&fq=title:(national page)&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 33,mincount : 7}}
2368	q=basketball references infobox&rows=76&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 46,mincount : 3}}
2369	q=2006 ice team born&rows=24&start=12&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 2}}
2370	q=discussion spam years film&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 3}}
2371	q=file deletion election talk&rows=38&start=6&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 5}}
2372	q=list 2006 deletion just&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 1}}
2373	q=2006 arbitration 2008&fq=description:(statistics class)&rows=95&start=31&json.facet={titles : {type : terms,field : title_t_sort,limit : 40,mincount : 3}}
2374	q=articles en.wikipedia.org accessdate&fq=title:(2007 school)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 4}}
2375	q=districts references image&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 3}}
2376	q=united football all about&fq=title:(sources page)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 1}}
2377	q=historic york state&fq=title:(history page)&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 2}}
2378	q=international years may&rows=32&start=8&json.facet={titles : {type : terms,field : title_t_sort,limit : 47,mincount : 2}}
2379	q=articles case&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 3}}
2380	q=day release&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 3}}
2381	q=template released 2006&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 4}}
2382	q=incidents any like&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 55,mincount : 2}}
2383	q=south united&fq=description:(wikiproject york)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 2}}
2384	q=games page any&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 4}}
2385	q=championship spam home right&fq=title:(sockpuppet please)&rows=42&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 2}}
2386	q=directed cite actor&fq=title:(football march)&rows=62&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 33,mincount : 2}}
2387	q=team can before&rows=50&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 70,mincount : 1}}
2388	q=2008 2nd see&fq=title:(article which)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 7}}
2389	q=william july&rows=76&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 1}}
2390	q=texas american&fq=title:(john all)&rows=79&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 54,mincount : 1}}
2391	q=2009 category&fq=description:(category version)&rows=1&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 20,mincount : 8}}
2392	q=october just can&fq=title:(december which)&rows=23&start=11&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 4}}
2393	q=discussion reflist en.wikipedia.org&fq=description:(jpg cite)&rows=82&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 4}}
2394	q=2005 team your&rows=0&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 3}}
2395	q=list could&fq=description:(discussion action)&rows=93&start=31&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
2396	q=county school area 2006&fq=title:(quality january)&rows=44&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 3}}
2397	q=templates used two&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 81,mincount : 2}}
2398	q=1.0 center 2006&rows=8&start=8&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 4}}
2399	q=new song county united&fq=title:(states date)&rows=3&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 2}}
2400	q=gmina world settlement_type&rows=27&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 1}}
2401	q=reference article above&rows=34&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 1}}
2402	q=band uss other 2007&fq=title:(world talk)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 2}}
2403	q=city world university&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 92,mincount : 4}}
2404	q=articles list american&rows=37&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 1}}
2405	q=party utc about&rows=27&start=27&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 3}}
2406	q=september use&fq=title:(college state)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
2407	q=highways which 2007&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 2}}
2408	q=desk 2006&rows=67&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 4}}
2409	q=john see&fq=description:(peer links)&rows=56&start=56&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 1}}
2410	q=discussion comments may&fq=title:(version which)&rows=5&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 66,mincount : 5}}
2411	q=joseph living 2003 where&fq=description:(season see)&rows=44&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 1}}
2412	q=state david being contributions&fq=title:(season page)&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 4}}
2413	q=log california defaultsort&fq=description:(review request)&rows=82&start=27&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 4}}
2414	q=may village author page&fq=description:(december afd)&rows=58&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 3}}
2415	q=archive reviews summary&rows=31&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 2}}
2416	q=user time see&fq=description:(spam references)&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 5}}
2417	q=january reference since title&rows=79&start=39&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 67,mincount : 2}}
2418	q=portal importance version&rows=82&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 2}}
2419	q=west other 2007&fq=description:(biography june)&rows=54&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 1}}
2420	q=desk category&fq=description:(register name)&rows=71&start=71&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 6}}
2421	q=joseph part&fq=title:(puppets please)&rows=82&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 28,mincount : 2}}
2422	q=quality new http&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 5}}
2423	q=template index.php under&rows=53&start=13&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 2}}
2424	q=time most&rows=45&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 49,mincount : 1}}
2425	q=states team 2007&rows=9&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 71,mincount : 2}}
2426	q=november proposed&fq=title:(historic infobox)&rows=88&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 32,mincount : 4}}
2427	q=deletion while&fq=description:(reference user)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
2428	q=disambiguation history born&rows=6&start=6&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 8}}
2429	q=union name used&fq=title:(noticeboard userreports)&rows=75&start=75&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 3}}
2430	q=stub national states high&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 6}}
2431	q=version new&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 6}}
2432	q=culture series used about&fq=description:(categories template)&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 6}}
2433	q=linkreports page&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 57,mincount : 4}}
2434	q=australia most&rows=44&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 45,mincount : 1}}
2435	q=categories music people&fq=title:(importance quality)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 57,mincount : 1}}
2436	q=hockey 2005&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 8}}
2437	q=best high artist&fq=title:(com user)&rows=10&start=5&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 69,mincount : 2}}
